Age,Revenu_annuel_k€,Heures_travail_semaine,Satisfaction,Distance_domicile_km,Niveau_education,Etat_sante,Genre,Type_logement,Region
30.0,70.89394336736285,42.0,85.1,2.3,Secondaire,Moyen,Femme,Maison,Nord
,10.0,42.0,,,Secondaire,Moyen,Homme,Maison,Nord
34.0,51.96970194038924,36.0,39.0,2.7,Supérieur,Moyen,Femme,Appartement,Ouest
31.0,,32.0,33.8,2.7,,Mauvais,,,Est
57.0,,34.0,,6.5,Primaire,Bon,Homme,,Ouest
,64.27640416691767,46.0,19.2,3.9,Secondaire,Moyen,Femme,Maison,
47.0,84.78280291498206,47.0,56.8,,Secondaire,Mauvais,Femme,Maison,Sud
,31.23666543125628,28.0,65.8,,Secondaire,Moyen,Femme,Maison,Est
37.0,39.48590389396034,37.0,14.1,16.9,,Bon,Homme,Maison,Nord
37.0,48.08934185848925,32.0,14.0,30.1,Secondaire,Moyen,Femme,Maison,Est
,30.50937797076219,47.0,4.5,,Primaire,Bon,,Maison,Nord
47.0,69.57119457578514,35.0,76.3,0.5,Secondaire,Moyen,Homme,Appartement,
39.0,48.59810909268753,,33.8,2.7,Primaire,Mauvais,Homme,Appartement,Nord
30.0,52.43914046752092,42.0,23.3,1.1,Secondaire,Bon,Femme,Appartement,Est
49.0,62.40346253548317,51.0,78.0,4.2,,Moyen,Homme,Maison,Ouest
40.0,48.56576967249181,29.0,,10.4,,Moyen,Femme,,Nord
22.0,33.6492174364827,40.0,43.3,,Secondaire,Mauvais,Femme,Maison,Est
18.0,48.73959523403066,46.0,74.7,2.8,Primaire,Moyen,,Appartement,Est
43.0,32.87637280973222,29.0,57.8,14.6,Supérieur,Bon,Femme,Appartement,
30.0,52.159617782329725,40.0,55.8,1.4,Secondaire,Moyen,Homme,Appartement,Ouest
45.0,69.93875441603593,50.0,16.6,,Secondaire,Mauvais,Homme,Appartement,Nord
30.0,26.500434154553364,36.0,18.9,11.3,,Moyen,Homme,,
41.0,19.352579971158153,31.0,58.7,2.2,Supérieur,Moyen,Homme,Appartement,Sud
35.0,50.984998718393484,58.0,3.3,11.4,Primaire,Bon,Homme,Appartement,Est
61.0,34.64400766512188,28.0,87.0,37.7,Secondaire,Bon,Femme,Maison,Sud
51.0,50.634905488239376,41.0,35.7,17.8,Secondaire,Mauvais,Femme,Appartement,Nord
56.0,56.408070412194014,32.0,42.2,1.7,Primaire,Bon,Femme,Maison,Ouest
,10.0,30.0,26.6,7.4,Primaire,,Homme,Maison,Nord
49.0,63.79698855317084,47.0,87.8,5.5,Secondaire,Mauvais,Femme,Maison,Sud
41.0,26.606629940895022,37.0,64.6,47.9,Secondaire,Mauvais,Femme,Appartement,Ouest
57.0,49.5530409887062,44.0,45.5,33.4,Supérieur,Mauvais,Homme,Appartement,Est
39.0,36.812353291231396,20.0,58.9,1.4,Primaire,Bon,Homme,Maison,Sud
23.0,38.96085970431411,45.0,38.7,23.9,Supérieur,Moyen,Femme,Appartement,Sud
18.0,83.87915879235976,32.0,47.1,2.1,,,Homme,Maison,Est
60.0,56.38535041591322,21.0,36.4,3.8,Supérieur,Bon,Femme,Appartement,Est
45.0,68.09376805907182,58.0,41.7,4.4,Primaire,Moyen,Femme,Maison,Ouest
46.0,,46.0,32.2,3.4,Supérieur,Mauvais,Homme,Appartement,Est
,62.400271493099076,42.0,8.7,19.2,Secondaire,Moyen,Homme,Appartement,Ouest
20.0,58.34756724286904,52.0,4.7,,Secondaire,,Homme,Maison,
35.0,55.089122893736516,42.0,18.2,17.0,Secondaire,Bon,Femme,,Nord
37.0,72.1431181832936,32.0,25.9,51.8,Supérieur,Moyen,Femme,Maison,
48.0,53.130109076885404,38.0,89.2,18.4,,Bon,Femme,Appartement,Sud
31.0,95.7029714443541,33.0,61.5,,Secondaire,Bon,Femme,,Ouest
,69.21063145624876,34.0,95.9,12.4,Supérieur,Mauvais,Femme,Maison,
25.0,,27.0,34.6,7.6,Secondaire,Moyen,,Appartement,Sud
53.0,46.46900582034036,30.0,40.8,15.4,Primaire,Mauvais,Femme,Appartement,Ouest
31.0,57.94155198981336,48.0,72.3,1.7,Primaire,Moyen,Femme,Appartement,Est
33.0,50.88993671424074,43.0,58.2,10.2,Secondaire,,Homme,Appartement,Est
47.0,,34.0,53.3,14.9,Secondaire,Bon,Femme,Studio,Est
31.0,65.94033409667747,,58.0,14.3,Primaire,Moyen,Femme,Appartement,Est
19.0,22.808260284020708,35.0,58.8,33.1,Primaire,Bon,Homme,Appartement,Ouest
,75.62155089432989,23.0,,0.6,Supérieur,Mauvais,Femme,Appartement,
39.0,40.06365069027911,41.0,67.1,4.2,Primaire,,Femme,Appartement,Sud
45.0,38.081909882704856,49.0,,6.5,Supérieur,Moyen,Femme,Appartement,Ouest
37.0,38.01755214588919,60.0,,3.7,Secondaire,Bon,Homme,,Ouest
45.0,,28.0,42.8,3.7,Supérieur,Bon,Femme,Appartement,Est
20.0,44.65864603704428,49.0,4.5,1.9,Primaire,Moyen,Homme,Maison,Est
21.0,36.72896711324585,32.0,2.1,16.8,Supérieur,Bon,Femme,Appartement,Est
67.0,41.520816851129254,28.0,13.2,23.9,Primaire,,Homme,Studio,Nord
54.0,14.106166821682457,28.0,8.4,0.9,,Moyen,Homme,Appartement,Nord
49.0,33.15672472097026,41.0,38.0,1.7,Primaire,Moyen,Femme,,Ouest
32.0,25.20832902693801,30.0,6.2,2.6,Primaire,Bon,Femme,,Est
37.0,44.61661339008218,33.0,62.9,7.1,Secondaire,Mauvais,Femme,Maison,Nord
39.0,63.28386540547185,35.0,19.8,15.7,Supérieur,Mauvais,Homme,Maison,Sud
55.0,61.07751801866454,32.0,51.9,0.7,,Moyen,Femme,Appartement,
44.0,75.13500995093166,31.0,11.2,10.1,Supérieur,Bon,Homme,Maison,Ouest
46.0,70.67951634593241,20.0,82.9,1.6,Supérieur,Bon,Homme,Appartement,Est
37.0,,40.0,78.2,35.6,Supérieur,Moyen,Femme,Maison,Est
49.0,50.38142801507426,,39.3,22.9,Primaire,Bon,Homme,Appartement,Nord
43.0,,32.0,91.1,29.9,Primaire,Moyen,Homme,Maison,Ouest
40.0,10.0,43.0,19.4,1.1,Primaire,,Femme,Maison,Ouest
31.0,25.654809261805113,53.0,81.6,6.7,Secondaire,Bon,Femme,Appartement,Ouest
38.0,46.65426645697775,40.0,55.0,1.8,Secondaire,Moyen,Femme,Appartement,Sud
27.0,46.54207129718383,53.0,33.6,9.2,Secondaire,Moyen,Femme,Maison,Ouest
,60.24650108410334,60.0,9.4,2.6,,Mauvais,Homme,Studio,Nord
,59.27283259071696,60.0,18.0,14.7,Secondaire,,Homme,Maison,
18.0,14.586149958005294,28.0,86.4,,Secondaire,Moyen,Femme,Appartement,Sud
37.0,60.3719346891506,28.0,61.1,8.5,Secondaire,Mauvais,,Studio,Nord
25.0,,35.0,24.5,17.4,Primaire,Bon,Femme,Appartement,Sud
,62.46746363289258,,50.1,6.9,Secondaire,,Homme,Studio,Est
47.0,71.3373117528318,55.0,,3.1,,Moyen,Femme,Appartement,Sud
34.0,47.14234054424057,46.0,10.8,9.7,Supérieur,Bon,Homme,Studio,Ouest
46.0,74.9117647396016,,90.9,31.5,Supérieur,Bon,Homme,Appartement,Nord
47.0,32.211990922139066,,46.3,9.2,Supérieur,Moyen,Femme,Maison,Ouest
37.0,31.08523759255563,39.0,36.8,9.9,Primaire,Moyen,Homme,Maison,Sud
58.0,,25.0,95.0,27.3,Primaire,Bon,Femme,Maison,Est
31.0,42.6246490938964,40.0,40.5,7.2,Supérieur,Mauvais,,Maison,Nord
57.0,55.23265129237939,28.0,34.3,56.2,Supérieur,Moyen,Femme,Appartement,Est
37.0,89.85964239688983,,28.0,1.7,Supérieur,Moyen,Homme,Appartement,Ouest
29.0,,30.0,56.9,7.7,Supérieur,Moyen,Femme,Appartement,Est
35.0,54.24339077728239,44.0,56.3,2.4,Primaire,Mauvais,Femme,,Nord
26.0,32.615592426963055,,2.6,6.0,Supérieur,Moyen,Femme,Maison,Sud
49.0,16.00040386751307,40.0,65.8,1.9,Primaire,Moyen,Femme,Appartement,Sud
20.0,,49.0,79.0,2.5,Secondaire,Moyen,Femme,Appartement,Nord
,,48.0,62.0,2.4,Secondaire,Bon,Femme,Appartement,Ouest
28.0,43.54123985878652,42.0,87.1,3.9,,Bon,Homme,,Sud
50.0,58.02924998410738,40.0,28.4,1.4,Secondaire,Moyen,Femme,Maison,Sud
40.0,78.52994545437164,41.0,20.0,16.6,,Moyen,Homme,Appartement,Sud
43.0,78.0303262646072,,70.0,2.5,Secondaire,Bon,Femme,Studio,Nord
32.0,58.57631775203565,20.0,19.7,5.4,Secondaire,Moyen,Homme,Studio,Ouest
44.0,53.40212957314686,51.0,10.0,0.2,Primaire,Bon,Homme,Appartement,Nord
41.0,19.627339019938486,43.0,10.6,1.1,Secondaire,Moyen,Femme,Maison,Sud
22.0,37.39610711646119,27.0,77.1,22.7,Supérieur,Moyen,Homme,Maison,Est
28.0,44.38488383963854,54.0,3.8,18.1,Secondaire,Mauvais,Homme,Maison,Sud
,32.953367771316955,34.0,29.7,18.4,Secondaire,,Femme,Maison,Sud
30.0,54.969065259055284,38.0,13.8,5.3,Secondaire,Moyen,Femme,Maison,Est
55.0,88.23296366972201,50.0,75.7,1.5,Primaire,Bon,,Appartement,Ouest
40.0,80.35523185323234,42.0,50.8,1.1,Secondaire,Moyen,Homme,Appartement,Ouest
30.0,54.87759723662414,53.0,21.3,9.3,Primaire,Mauvais,Homme,,
34.0,65.58868144049657,36.0,75.3,17.6,Secondaire,Moyen,Homme,Maison,Est
33.0,35.427913692877624,56.0,75.3,23.0,Secondaire,Mauvais,Femme,Appartement,Sud
36.0,79.28178701337603,32.0,52.8,3.4,Primaire,Moyen,Homme,Maison,Sud
27.0,,53.0,28.3,3.9,Secondaire,Moyen,Homme,Appartement,Ouest
,68.25656322172324,20.0,59.0,1.1,Supérieur,Moyen,Femme,Appartement,Sud
49.0,59.9117942039955,28.0,93.4,,Secondaire,Mauvais,,Maison,Sud
42.0,,42.0,6.1,3.2,Supérieur,Bon,Femme,Appartement,
38.0,45.82426486524125,35.0,27.4,6.6,Supérieur,Bon,Homme,Appartement,
40.0,27.31494593687881,39.0,29.2,26.4,Supérieur,Moyen,Femme,Studio,
39.0,,40.0,63.5,14.0,Supérieur,Moyen,Femme,Maison,Ouest
37.0,18.1789199875214,28.0,65.5,0.5,Secondaire,Moyen,Femme,Appartement,Est
,,28.0,21.4,0.1,Secondaire,Moyen,Homme,Appartement,Sud
45.0,74.10689938853362,42.0,,15.5,Supérieur,Moyen,Femme,Maison,Est
,10.0,33.0,,8.0,Secondaire,Mauvais,Femme,Maison,Nord
38.0,86.76611032303012,53.0,75.9,12.7,Primaire,,Femme,Appartement,Est
21.0,49.759835267263206,38.0,93.5,1.7,Primaire,Bon,Femme,Maison,Est
47.0,55.79706409753676,,83.1,20.6,Supérieur,Moyen,,Appartement,
49.0,20.551743288298475,44.0,,14.8,Secondaire,Bon,Homme,Studio,Nord
32.0,76.41651500329729,33.0,13.1,22.1,Primaire,Moyen,Femme,Appartement,Ouest
38.0,54.00500186333668,20.0,63.3,4.2,Supérieur,Mauvais,Homme,Maison,Est
,72.77652479542598,51.0,35.8,3.2,Secondaire,Bon,Homme,Appartement,Est
51.0,74.41716641295487,30.0,,1.6,Secondaire,Moyen,Homme,,Sud
48.0,,35.0,43.2,,Primaire,Bon,Femme,Appartement,Sud
53.0,37.03438448295594,38.0,93.7,,Primaire,Moyen,Femme,Appartement,Est
,45.84075984213591,39.0,7.8,1.3,Primaire,Moyen,,,Ouest
25.0,37.765958505409706,49.0,20.1,2.1,Secondaire,Moyen,Femme,Appartement,Sud
50.0,67.90192925482566,40.0,61.2,14.8,Supérieur,Bon,,Studio,
57.0,,38.0,88.5,22.0,,,Femme,Appartement,Est
22.0,71.38289728026476,50.0,91.9,16.7,,Mauvais,Homme,Appartement,Ouest
37.0,72.25477606114464,46.0,56.3,8.3,Supérieur,Bon,Femme,Maison,Nord
35.0,15.454810181221845,32.0,4.4,51.0,Primaire,Bon,Homme,Maison,Ouest
50.0,77.01540261107745,28.0,36.9,0.7,Primaire,Bon,Homme,Maison,Ouest
18.0,69.01721915531434,31.0,92.0,20.2,Supérieur,Moyen,Homme,Maison,
61.0,42.61550233629005,,50.5,5.6,Primaire,Moyen,Homme,,Ouest
38.0,56.995855330592576,27.0,72.9,6.1,Supérieur,Moyen,Femme,Maison,Sud
,47.52660856834592,40.0,27.7,1.4,Primaire,Moyen,Homme,Maison,
39.0,62.32111357262352,38.0,3.5,0.3,Primaire,Bon,Homme,,Sud
45.0,42.57207238590247,20.0,58.3,3.8,Secondaire,Bon,Homme,Maison,Sud
18.0,59.57854482338215,25.0,83.7,1.9,Primaire,Bon,Homme,Appartement,Sud
35.0,51.34610609318704,20.0,99.0,6.6,Primaire,Moyen,Femme,Appartement,Sud
50.0,41.35612193009389,36.0,84.8,1.6,Secondaire,Moyen,Homme,Appartement,
43.0,,50.0,55.8,1.5,Secondaire,Bon,Homme,Appartement,Est
20.0,104.12939146977516,21.0,61.3,21.0,Supérieur,Bon,Homme,Appartement,Nord
40.0,36.28926740348636,26.0,82.6,,Supérieur,,,Maison,Est
30.0,45.00112817476862,38.0,3.0,33.3,Secondaire,Moyen,Homme,Appartement,Sud
29.0,36.63775200733939,29.0,95.2,,Primaire,Bon,Femme,,Nord
21.0,38.735672289448324,29.0,53.6,14.7,Secondaire,Mauvais,Homme,Studio,Est
47.0,66.31548706770715,,95.3,18.1,,Moyen,Femme,Appartement,Sud
53.0,64.31764919272136,35.0,,10.8,Primaire,Mauvais,Femme,Appartement,Est
65.0,49.882729933573806,,16.1,4.0,Secondaire,Bon,Homme,,Nord
22.0,70.52593170538223,20.0,17.4,1.7,Supérieur,Moyen,Femme,Maison,Est
49.0,,60.0,36.0,2.7,Secondaire,Mauvais,Femme,Studio,Nord
49.0,46.75331627947572,51.0,27.1,18.4,Secondaire,,Femme,Maison,Nord
33.0,19.32270516411588,35.0,44.5,11.9,Primaire,,,Appartement,Sud
28.0,66.59566015898005,40.0,60.8,6.1,Supérieur,Mauvais,Homme,Appartement,Ouest
,53.3932924200395,35.0,44.2,0.3,Primaire,Mauvais,Homme,Studio,Nord
33.0,50.44446927401184,45.0,6.6,3.1,Supérieur,Moyen,Femme,Appartement,
42.0,40.67903959980569,31.0,97.6,13.1,Primaire,Mauvais,Homme,Appartement,Nord
56.0,,34.0,43.1,7.2,Supérieur,,Homme,Appartement,Sud
53.0,56.96992504857002,44.0,85.3,5.7,Secondaire,Moyen,Femme,Studio,Sud
20.0,,54.0,8.3,3.8,Secondaire,Mauvais,Femme,Appartement,
,25.49090905562177,47.0,,9.3,Supérieur,Moyen,Homme,Studio,Ouest
55.0,71.35858203760152,52.0,,33.9,Primaire,Moyen,Homme,Appartement,Nord
31.0,62.09810446311754,36.0,68.3,23.1,Primaire,Moyen,Homme,Maison,Sud
39.0,55.10805799891192,33.0,66.5,0.3,Supérieur,Bon,Homme,Appartement,Ouest
19.0,10.0,,91.1,6.6,Secondaire,Mauvais,Femme,Appartement,Nord
53.0,49.2421148576788,40.0,32.7,4.0,Supérieur,Bon,Femme,Maison,
18.0,45.175925930486734,,11.8,7.1,Primaire,Moyen,Femme,Appartement,Sud
20.0,37.630086298913184,36.0,86.6,,Secondaire,Moyen,Homme,Maison,Ouest
52.0,65.08470557128568,32.0,33.8,2.2,Primaire,Moyen,Femme,Studio,Ouest
63.0,64.29720068334555,52.0,24.0,,Supérieur,Mauvais,Femme,Appartement,Sud
36.0,58.73649434384776,46.0,,6.4,Secondaire,Moyen,Femme,Appartement,Nord
39.0,70.75781829535485,,15.5,48.3,Secondaire,Bon,,Maison,Sud
50.0,29.55402971932315,30.0,30.4,0.3,Primaire,Bon,Femme,Maison,Ouest
43.0,40.92691886461387,,39.1,2.1,Secondaire,Bon,Femme,Maison,Sud
35.0,,52.0,28.4,11.7,,Bon,Homme,Appartement,Ouest
34.0,37.5599596154417,39.0,45.6,11.9,Secondaire,Moyen,Femme,Maison,Ouest
21.0,64.54338443407084,34.0,39.1,8.7,Secondaire,Moyen,Femme,Appartement,Sud
42.0,39.5559830373661,35.0,77.7,,Primaire,Bon,Femme,Appartement,Ouest
38.0,75.9674000889351,39.0,91.9,,Supérieur,Bon,Femme,,Nord
34.0,31.376811964996204,50.0,11.0,5.4,,Mauvais,Femme,Maison,Est
,92.63967299001234,38.0,82.5,24.1,Secondaire,Moyen,Femme,Appartement,Sud
29.0,90.58594711204846,47.0,,7.7,Primaire,Moyen,Homme,Maison,
47.0,48.10493707369311,44.0,69.0,4.4,,,Femme,Appartement,Sud
50.0,72.92340901851497,,,12.7,Primaire,Bon,,Maison,Est
36.0,41.99143878982786,31.0,34.2,9.7,Supérieur,Moyen,Femme,Maison,Est
34.0,70.2657299646269,35.0,83.2,3.7,Secondaire,Bon,Homme,Appartement,Est
,46.48043337086458,26.0,67.7,3.5,Primaire,Bon,Femme,Appartement,Ouest
51.0,24.29120202983032,34.0,,5.0,Primaire,Mauvais,Femme,Maison,Ouest
40.0,10.0,55.0,70.8,0.7,,Mauvais,Femme,Maison,Est
44.0,44.62573107858779,39.0,51.5,28.6,Supérieur,Moyen,Femme,Maison,Sud
44.0,55.581250173705854,32.0,19.7,2.0,Primaire,Bon,Femme,Studio,Nord
,76.60632852072433,59.0,18.2,2.2,,Moyen,Femme,Appartement,Nord
26.0,50.73250064302781,30.0,71.6,10.4,Primaire,Moyen,Homme,Maison,
28.0,70.05820269435178,30.0,71.5,12.9,Supérieur,,Femme,,Est
53.0,40.921169055569464,,53.5,13.3,Secondaire,Bon,Femme,Appartement,Est
31.0,43.254420609371095,46.0,50.6,4.7,Supérieur,Mauvais,Homme,Maison,Ouest
35.0,71.08071365057171,38.0,,20.7,Secondaire,Moyen,Homme,Maison,Sud
26.0,10.0,,43.5,7.9,Secondaire,Moyen,Femme,,Est
25.0,50.25967657805832,43.0,,5.8,Secondaire,,Homme,Maison,Ouest
30.0,,28.0,85.6,16.6,Secondaire,Moyen,Homme,Appartement,Sud
60.0,77.21222409704569,20.0,66.4,2.8,Primaire,Bon,Femme,Maison,Sud
47.0,39.4350741004036,34.0,99.7,19.7,Supérieur,,Femme,,Ouest
33.0,60.331699391401884,50.0,89.4,7.7,Secondaire,Moyen,Homme,Maison,Est
52.0,68.43033938669389,35.0,15.4,23.0,Secondaire,Bon,Femme,Appartement,Ouest
38.0,20.148080117391792,44.0,40.5,2.3,Secondaire,Moyen,,Maison,Ouest
56.0,47.212593834521975,,14.1,27.5,Secondaire,Moyen,Femme,Appartement,Est
66.0,41.36727131828124,23.0,47.1,11.6,Supérieur,Bon,Homme,Maison,Nord
52.0,68.92586493659189,35.0,77.9,9.6,Supérieur,Mauvais,Homme,,Ouest
41.0,63.501636816243874,43.0,16.4,5.5,Supérieur,Moyen,Homme,Maison,Ouest
,45.33595939881636,32.0,,31.3,Supérieur,Moyen,Femme,Appartement,
40.0,29.051838991678967,36.0,57.3,5.9,Supérieur,Mauvais,Femme,Maison,Est
18.0,70.76293392040179,43.0,,6.9,Primaire,Moyen,,Appartement,Sud
32.0,48.646944468024365,40.0,5.5,15.2,Primaire,,Homme,Studio,Ouest
28.0,17.632468686650753,50.0,10.3,3.4,Supérieur,,,Maison,Sud
31.0,19.352392020601524,43.0,62.5,3.4,Primaire,Moyen,Femme,Appartement,
61.0,58.752668601459526,30.0,84.0,14.9,Supérieur,,Femme,Maison,Est
53.0,24.483876144689628,35.0,87.5,1.4,Supérieur,Moyen,Femme,,
45.0,,40.0,69.1,17.3,Secondaire,Moyen,Homme,,Ouest
49.0,31.258594312813386,53.0,20.9,9.8,Secondaire,Moyen,Femme,Maison,Ouest
18.0,49.99278549285447,35.0,20.3,7.7,Secondaire,Moyen,Femme,Studio,
48.0,53.18223932320611,22.0,88.3,2.6,Supérieur,Moyen,Femme,Appartement,Sud
51.0,35.41244521526309,44.0,12.2,15.4,Supérieur,Moyen,Homme,,Nord
18.0,10.0,32.0,,16.3,Primaire,Bon,Femme,Maison,Sud
49.0,53.81790195232455,27.0,53.8,6.6,Supérieur,,Homme,Maison,Est
22.0,34.935200197954835,40.0,42.7,4.9,,Bon,Homme,Appartement,Sud
18.0,52.33076855232886,,44.6,2.8,Primaire,Mauvais,Homme,,Nord
55.0,47.553378955225824,34.0,94.6,14.0,Secondaire,Moyen,Homme,Maison,Nord
27.0,55.26582496143607,44.0,,10.2,Secondaire,Moyen,Homme,Maison,
,81.2374024131212,46.0,86.6,2.3,Primaire,,Femme,Appartement,Est
51.0,39.07633974545755,47.0,41.3,15.8,Primaire,Mauvais,Homme,Maison,Est
36.0,40.62310691315008,32.0,11.6,21.4,Primaire,,Homme,Appartement,Sud
37.0,16.684053944922198,28.0,99.8,0.6,Supérieur,Bon,,Appartement,Nord
37.0,46.096320978014106,30.0,,14.8,Primaire,Bon,,Appartement,Ouest
44.0,58.19739978549933,47.0,52.0,19.2,Secondaire,Moyen,Homme,Maison,Ouest
37.0,40.33010244857946,46.0,27.2,47.7,Primaire,Moyen,Femme,Maison,Sud
41.0,58.32861000810982,30.0,,2.7,Supérieur,Mauvais,Homme,Appartement,Sud
33.0,46.44982949021618,60.0,31.2,4.6,Supérieur,Mauvais,Homme,Appartement,Nord
44.0,23.954675240620205,29.0,89.8,33.9,Supérieur,Mauvais,Femme,Maison,Nord
43.0,56.23970142366209,49.0,96.9,1.0,Secondaire,Moyen,Homme,Maison,Ouest
62.0,45.88335732869966,55.0,,7.4,Secondaire,Bon,Femme,Studio,Sud
35.0,52.45515642818716,41.0,7.9,,Secondaire,Moyen,Femme,Maison,Est
37.0,38.66100233579167,32.0,66.7,9.3,Secondaire,Bon,Femme,,Ouest
42.0,36.891949540182104,32.0,38.3,4.0,Primaire,Bon,,Maison,Est
,53.1482161510593,37.0,98.6,26.0,Secondaire,Moyen,Femme,,Sud
26.0,45.388001759157305,50.0,9.8,3.1,Primaire,Moyen,Femme,Studio,Sud
41.0,84.4855649833853,28.0,12.8,10.5,Supérieur,,Homme,Appartement,
,,21.0,70.2,6.9,,Moyen,Homme,Appartement,Ouest
36.0,60.90008518935376,43.0,76.1,3.1,Secondaire,,Homme,Appartement,Nord
52.0,,45.0,47.6,2.1,,Bon,,Appartement,Nord
31.0,,59.0,28.4,31.4,Supérieur,Mauvais,,Appartement,Nord
42.0,,26.0,31.7,8.2,Secondaire,Moyen,Femme,Appartement,Nord
33.0,37.05413094831364,,34.5,9.3,Secondaire,Mauvais,Homme,Appartement,Est
29.0,44.50031227420172,51.0,23.3,15.3,Primaire,Bon,Homme,Appartement,Ouest
51.0,49.33281001220092,41.0,85.2,,Primaire,Bon,Homme,Maison,Ouest
27.0,63.121499309709904,,7.4,12.5,Primaire,Moyen,Homme,Maison,Est
43.0,55.4629112214013,47.0,41.3,1.8,Primaire,Moyen,Homme,Studio,Nord
43.0,,34.0,75.0,13.5,,Bon,Homme,Appartement,Sud
29.0,43.76196052961501,48.0,1.4,1.5,Supérieur,Moyen,Homme,Appartement,
41.0,55.143258883403234,,87.9,17.9,Primaire,Bon,Femme,Maison,Nord
28.0,56.87688455557602,24.0,70.9,11.4,Primaire,Moyen,,Appartement,Est
46.0,54.91452568717178,,,4.9,Secondaire,Bon,,Appartement,Ouest
24.0,,20.0,89.6,4.4,Secondaire,Moyen,Femme,Studio,Est
35.0,66.07548645494386,40.0,49.2,,Supérieur,Moyen,Homme,Maison,Ouest
36.0,23.61193560997155,22.0,,23.4,Secondaire,,Femme,Appartement,Est
53.0,47.7133780188132,42.0,88.3,1.3,Supérieur,Moyen,Homme,Maison,Sud
41.0,49.7205263554041,41.0,88.2,6.4,Primaire,Bon,Femme,Appartement,Ouest
51.0,93.03082127390012,39.0,41.5,2.7,,Moyen,Homme,Maison,Est
,43.4041763750906,44.0,24.5,56.1,Supérieur,,Homme,Appartement,Sud
46.0,30.350321933276362,42.0,26.5,8.8,Primaire,Moyen,Homme,Appartement,Sud
36.0,58.766508589532876,37.0,76.8,1.6,,Moyen,Homme,Appartement,Nord
52.0,59.93971439247558,58.0,93.0,11.0,Primaire,,Homme,,
35.0,48.52454272540616,43.0,8.2,47.8,Secondaire,Moyen,Homme,Appartement,Nord
19.0,45.5947799405822,47.0,2.5,9.3,Primaire,Bon,Femme,Maison,Est
37.0,68.9780791212417,50.0,,6.1,Supérieur,Moyen,Homme,Appartement,Est
45.0,32.92803691480359,,39.3,3.5,Supérieur,Bon,Homme,Appartement,Est
20.0,43.18093314262928,,28.4,1.0,Supérieur,Moyen,Femme,Appartement,Nord
29.0,39.55700275773225,41.0,19.6,2.6,Secondaire,Moyen,Homme,Appartement,Nord
25.0,71.87789195241176,39.0,35.3,,,Bon,Femme,Maison,Est
49.0,55.709884065726875,33.0,97.2,14.0,,Mauvais,Femme,Studio,Sud
60.0,28.70011805357459,37.0,,21.0,Secondaire,Moyen,Femme,Appartement,Nord
37.0,30.70987213474462,32.0,33.8,15.8,Primaire,Moyen,Homme,Appartement,Ouest
46.0,87.46830247224302,46.0,96.4,1.3,,Moyen,Homme,Maison,Ouest
46.0,,30.0,30.7,14.8,Supérieur,Moyen,Femme,Studio,Est
58.0,,40.0,85.6,,Primaire,Bon,Homme,Appartement,Est
32.0,50.244938819466846,45.0,22.0,,Secondaire,Bon,Homme,Appartement,Nord
37.0,80.16946480240819,41.0,82.8,8.5,Supérieur,Bon,Homme,Appartement,Ouest
,27.93190428043483,31.0,36.0,0.1,Secondaire,Moyen,Femme,Appartement,Ouest
40.0,65.05935024408981,46.0,20.4,,Secondaire,,Homme,Appartement,Est
70.0,41.13452986948873,39.0,93.5,7.5,Supérieur,,Femme,Studio,Est
,,20.0,22.2,1.9,Primaire,Moyen,,Appartement,Est
29.0,64.51578529664773,30.0,99.2,,Supérieur,Mauvais,Femme,,
26.0,,54.0,11.7,4.4,Supérieur,Mauvais,Homme,Maison,Sud
55.0,41.30600281077484,54.0,2.0,23.8,Secondaire,Moyen,Homme,Appartement,
29.0,,45.0,87.2,29.9,Primaire,Bon,Homme,Appartement,Sud
47.0,10.27308508977751,47.0,59.1,39.0,Primaire,Moyen,Homme,Studio,Sud
31.0,65.26407238551312,32.0,42.7,22.9,Secondaire,Moyen,Homme,Maison,
24.0,29.867398544024134,,9.1,,Supérieur,Bon,Homme,Studio,Sud
47.0,87.16818811318555,52.0,57.9,12.2,Secondaire,Moyen,Femme,Appartement,Ouest
32.0,44.24774900370014,44.0,40.0,32.3,,Moyen,Femme,Appartement,Sud
45.0,76.18879594891915,40.0,48.9,10.3,Secondaire,Moyen,Femme,Studio,Est
45.0,13.81937934634638,38.0,,16.6,,Moyen,Femme,Appartement,Nord
46.0,64.62966042397198,51.0,,1.4,Supérieur,Moyen,Femme,,Sud
36.0,69.77111465023623,,96.1,11.5,Supérieur,Bon,Homme,Appartement,Ouest
48.0,76.07127268728867,46.0,65.9,26.8,,Bon,Femme,Appartement,Sud
,19.43922454426773,40.0,34.6,7.8,Primaire,Moyen,Femme,Maison,Est
18.0,35.94562725826142,36.0,33.6,2.1,,Mauvais,Femme,Maison,Est
48.0,61.5301990551216,46.0,48.2,,Secondaire,Bon,Femme,Studio,Sud
41.0,,28.0,,12.3,Supérieur,Moyen,Femme,Appartement,Sud
32.0,55.8671928512767,31.0,38.3,14.7,Secondaire,Moyen,Femme,Maison,Nord
22.0,42.794267883813355,25.0,84.4,7.4,Primaire,Mauvais,Femme,,Est
18.0,81.01597230111382,52.0,,2.5,Secondaire,Mauvais,Femme,Maison,
40.0,102.16930896559627,32.0,63.2,26.1,Primaire,Moyen,Homme,,Est
59.0,52.07959848018179,44.0,58.7,14.9,Primaire,Moyen,Femme,Appartement,Sud
